date,seqNo,open,close,high,low,volume,amount
20170524,1,106500,108000,108600,106500,721900,7750693.0000
20170524,2,107900,106300,108000,106100,632300,6768196.0000
20170524,3,106100,105800,106900,105200,765500,8111141.0000
20170524,4,105800,106700,106700,104500,779300,8206359.0000
20170524,5,106700,105900,107000,105800,267700,2851312.0000
20170524,6,105800,108200,108300,105800,425400,4563772.0000
20170524,7,108200,107500,108300,107100,232900,2512186.0000
20170524,8,107700,106900,107700,106800,143000,1530834.0000
20170524,9,106900,107000,107200,106700,237200,2535769.0000
20170524,10,107200,107900,108100,106800,206500,2224005.0000
20170524,11,107900,108200,108200,107700,272800,2945227.0000
20170524,12,108200,107700,108200,107500,201000,2167866.0000
20170524,13,107700,109500,109900,107700,363200,3957109.0000
20170524,14,109400,108900,109500,108300,158500,1730540.0000
20170524,15,108800,108000,108900,107800,113500,1229155.0000
20170524,16,108000,108100,108400,107900,98100,1060123.0000
20170524,17,108000,108100,108100,107800,91900,992377.0000
20170524,18,108200,107700,108200,107600,87800,947456.0000
20170524,19,107700,108300,108300,107600,144800,1564040.0000
20170524,20,108400,108900,108900,108300,80800,876678.0000
20170524,21,108800,108400,109000,108200,98300,1068150.0000
20170524,22,108400,108400,108500,108100,62300,674241.0000
20170524,23,108400,108800,109100,108400,73000,794570.0000
20170524,24,108800,108800,108800,108600,42600,463218.0000
20170524,25,108900,108600,108900,108600,78400,852468.0000
20170524,26,108700,108100,108700,108100,48700,527534.0000
20170524,27,108100,107700,108200,107600,46700,504011.0000
20170524,28,107700,107900,108000,107300,121500,1305347.0000
20170524,29,107900,108200,108300,107400,127200,1371440.0000
20170524,30,108200,108000,108200,107800,100400,1083079.0000
20170524,31,108000,108000,108600,107900,239800,2597323.0000
20170524,32,108000,107700,108000,107500,57900,623821.0000
20170524,33,107600,107900,108000,107600,56400,607819.0000
20170524,34,107900,106600,107900,106600,181800,1948788.0000
20170524,35,106700,107200,107200,106000,278000,2959145.0000
20170524,36,107300,107200,107300,106800,101300,1084239.0000
20170524,37,107300,108000,108200,107300,188800,2034286.0000
20170524,38,108000,107800,108100,107800,95100,1026721.0000
20170524,39,107800,107700,107800,107300,32449,348849.7700
20170524,40,107800,108800,108800,107600,275400,2980590.0000
20170524,41,108800,108200,108900,108000,99200,1076768.0000
20170524,42,108200,108800,108800,108100,120100,1302967.0000
20170524,43,108800,108800,109500,108700,191800,2092001.0000
20170524,44,108800,108700,108900,108500,143100,1555659.0000
20170524,45,108700,108700,109000,108700,172300,1875185.0000
20170524,46,108600,108900,109100,108200,288400,3134254.0000
20170524,47,108900,109200,109500,108800,344300,3757307.0000
20170524,48,109200,109400,109500,109000,386396,4221357.3200
20170623,1,104500,104400,104900,103600,388700,4058768.0000
20170623,2,104400,103200,104700,103100,490300,5077659.0000
20170623,3,103200,103900,104300,103200,250200,2596093.0000
20170623,4,103900,104300,104900,103700,170000,1773069.0000
20170623,5,104300,104300,104600,104000,167000,1740757.0000
