date,seqNo,open,close,high,low,volume,amount
20170524,1,121100,121800,122600,120700,299703,3635163.3000
20170524,2,121800,121100,122000,121000,239100,2900976.0000
20170524,3,121100,120100,121500,120100,457400,5513515.0000
20170524,4,120000,120600,120800,118100,504780,6025637.2000
20170524,5,120800,120400,120800,120000,152900,1841633.0000
20170524,6,120400,121700,122000,120400,249580,3027059.0000
20170524,7,121700,121400,121700,121200,140320,1704350.0000
20170524,8,121400,121300,121600,121200,88700,1076922.0000
20170524,9,121300,121300,121500,121200,91600,1111132.0000
20170524,10,121300,122600,122800,121100,274700,3356302.0000
20170524,11,122700,122500,122700,122200,174300,2135782.0000
20170524,12,122400,122700,122700,122300,213200,2612125.0000
20170524,13,122700,123600,124100,122600,169500,2092574.0000
20170524,14,123600,123000,123600,123000,92300,1138227.0000
20170524,15,123000,122800,123200,122700,48800,599949.0000
20170524,16,122700,122700,122900,122700,42200,518093.0000
20170524,17,122700,122400,122800,122100,50700,620894.0000
20170524,18,122500,121900,122500,121900,95700,1168791.0000
20170524,19,121800,121700,122500,121300,124494,1514001.1000
20170524,20,122200,123000,123200,122100,69600,853501.0000
20170524,21,122700,123300,123300,122500,54400,668607.0000
20170524,22,123000,122700,123000,122600,15200,186604.0000
20170524,23,122700,122900,123000,122700,42000,516125.0000
20170524,24,122900,122000,122900,122000,60300,738363.0000
20170524,25,122400,121800,122400,121800,55700,679704.0000
20170524,26,121800,121800,122100,121800,36300,442408.0000
20170524,27,121900,121500,121900,121500,51700,628978.0000
20170524,28,121500,121300,121500,121200,78900,957117.0000
20170524,29,121300,121700,121800,121300,33400,405631.0000
20170524,30,121800,121200,121800,121000,53500,648941.0000
20170524,31,121200,121000,121400,121000,94800,1148247.0000
20170524,32,121000,120500,121000,120400,99800,1204735.0000
20170524,33,120500,120900,121000,120300,102500,1234766.0000
20170524,34,120900,120200,120900,120200,100200,1207341.0000
20170524,35,120200,120800,120800,120200,86400,1040023.0000
20170524,36,120900,121100,121100,120800,35900,434366.0000
20170524,37,121200,121500,121500,121200,28500,345888.0000
20170524,38,121500,121200,121500,121100,33400,405098.0000
20170524,39,121200,120900,121200,120800,76600,927061.0000
20170524,40,121000,123000,123000,120900,117295,1432656.4000
20170524,41,122900,122500,123200,122400,101300,1245297.0000
20170524,42,122600,124000,124000,122100,283500,3490400.0000
20170524,43,124000,123800,124700,123400,188800,2343588.0000
20170524,44,123800,123600,123900,123200,104000,1284626.0000
20170524,45,123700,122900,123700,122700,91900,1133949.0000
20170524,46,122900,123200,123300,122900,123000,1514846.0000
20170524,47,123200,123700,124000,123100,233894,2888796.1400
20170524,48,123800,124300,124600,123600,401600,4986443.0000
20170623,1,122800,122600,123800,122200,155700,1912365.0000
20170623,2,122600,122100,122800,121800,208800,2552876.0000
20170623,3,122100,122600,122800,122100,87400,1070829.0000
20170623,4,122700,123000,123100,122600,62200,763718.0000
20170623,5,123000,122500,123000,122400,78300,960741.0000
20170623,6,122400,122900,122900,122300,91600,1123066.0000
20170623,7,122900,123000,123000,122800,50300,618405.0000
20170623,8,122900,122800,123100,122700,80900,993856.0000
20170623,9,123000,122700,123000,122700,29800,365924.0000
20170623,10,122800,123000,123000,122800,45500,559275.0000
20170623,11,123000,122900,123100,122900,29300,360430.0000
20170623,12,122900,122900,123000,122700,57400,705403.0000
20170623,13,122900,122600,122900,122300,128400,1573836.0000
20170623,14,122500,122500,122600,122400,52900,647894.0000
20170623,15,122600,122600,122700,122500,64800,794375.0000
20170623,16,122600,122700,122800,122600,41700,511684.0000
20170623,17,122800,122600,122800,122600,33600,412166.0000
20170623,18,122600,122800,122800,122600,24994,306705.4400
20170623,19,122800,122900,122900,122800,19300,237070.0000
20170623,20,122900,122500,122900,122400,61600,755363.0000
