date,seqNo,open,close,high,low,volume,amount
20170524,1,215800,215900,219200,214200,157900,3409162.0000
20170524,2,215900,212800,215900,212800,160000,3436219.0000
20170524,3,213000,211600,213000,210800,207974,4410266.8000
20170524,4,211500,213900,213900,210000,312500,6585122.0000
20170524,5,213600,213300,214000,212500,113200,2414497.0000
20170524,6,213300,216500,216900,213300,156975,3388055.2500
20170524,7,216000,216800,216800,215000,111900,2417670.0000
20170524,8,216800,216000,217000,215600,90600,1961574.5900
20170524,9,215900,216200,216200,215800,53200,1148868.0000
20170524,10,216200,218500,218500,216200,82141,1782106.7000
20170524,11,218500,217900,218800,217700,110500,2410920.0000
20170524,12,217900,218200,218200,217100,87400,1902993.0000
20170524,13,218100,219000,219900,218100,92500,2028151.0000
20170524,14,219000,218500,219100,218300,40700,890198.0000
20170524,15,218600,218100,218700,217400,47000,1024526.0000
20170524,16,218000,217500,218300,217200,34100,742849.0000
20170524,17,217500,217900,218000,217200,19800,430577.0000
20170524,18,217700,216900,217900,216800,63200,1372921.0000
20170524,19,216900,217600,217600,216800,26900,583807.0000
20170524,20,217900,217900,218000,217200,23900,519965.0000
20170524,21,217900,217300,218000,217300,46000,1001138.0000
20170524,22,217200,217400,217400,217000,9100,197575.0000
20170524,23,217400,217400,217500,216900,44400,964798.0000
20170524,24,217200,217500,217500,217100,22600,491062.0000
20170524,25,217500,217500,217800,217500,29699,646380.2500
20170524,26,217500,216500,217600,216400,41701,904581.7600
20170524,27,216500,216800,216900,216300,46700,1010777.0000
20170524,28,216400,215800,216400,215500,74400,1606321.0000
20170524,29,215800,216400,216600,215800,29500,637800.0000
20170524,30,216400,215400,216400,215100,39800,857357.0000
20170524,31,215300,215800,216000,215200,35900,774233.0000
20170524,32,215800,215200,216000,215200,31300,674844.0000
20170524,33,215300,214900,215500,214900,70900,1525534.0000
20170524,34,214900,213200,214900,213000,60300,1287469.0000
20170524,35,213500,214900,215000,213300,44800,959382.0000
20170524,36,214900,214800,214900,214500,28700,616182.0000
20170524,37,214800,216200,216300,214600,44000,947668.0000
20170524,38,215900,215600,215900,215100,26000,561019.0000
20170524,39,215100,214300,215200,214100,32800,703747.0000
20170524,40,214600,216300,216300,214500,67100,1445270.0000
20170524,41,216300,216200,216600,215900,49200,1064733.0000
20170524,42,216300,217800,217800,216100,62300,1349339.0000
20170524,43,217800,217800,218500,216600,163500,3564572.0000
20170524,44,217800,217200,217800,217000,98400,2138975.0000
20170524,45,217300,216700,218100,216700,115500,2514066.0000
